边 : 字 0.0515842404875 | 亲 0.055637030726 | 景 0.0575127583749 | 藏 0.0644112399972 | 边 0.0670720854676 | 判 0.0725851002573 | 苏 0.0743319970543 | 类 0.083212326147 | 树 0.0836415024504 | 绍 0.0860969135025 | 责 0.0913204381213 | 房 0.0929445356894 | 止 0.0965946518374 | 号 0.0966205213141 | 河 0.0972956113869 | 客 0.100862778948 | 写 0.10341207245 | 富 0.104807801633 | 菜 0.1126050172 | 约 0.11773830607 | 油 0.119073481935 | 售 0.122507067308 | 谈 0.123112576746 | 星 0.123387996256 | 索 0.124932057801 | 票 0.130813333366 | 则 0.133311601222 | 密 0.136725437529 | 试 0.141150033163 | 图 0.142049105932 | 血 0.144696162959 | 洋 0.145617971408 | 幕 0.14614137784 | 湾 0.148654214363 | 师 0.149547177237 | 语 0.150047057961 | 型 0.152005289201 | 障 0.152070008605 | 税 0.156380433255 | 城 0.156533978373 | 土 0.156636304059 | 疗 0.158873260606 | 留 0.163524342151 | 功 0.165767977113 | 彩 0.167497898439 | 迹 0.169977057864 | 身 0.176833111934 | 卖 0.178050357426 | 空 0.178501559541 | 获 0.180164097807 | 
〖 : 抿 0.0182980661627 | 虱 0.0184591979754 | 诒 0.0184829115353 | 铳 0.0185050577842 | 缛 0.0185494288411 | 霈 0.018592751895 | 蝠 0.0185947634981 | 谪 0.0186145866482 | 镳 0.0186481396383 | 蚤 0.0186552169133 | 塍 0.0186750396536 | 璎 0.018677957937 | 暌 0.01868203281 | 屐 0.018699789649 | 龊 0.0187515562729 | 旮 0.0187540922142 | 骰 0.0187957354846 | 龉 0.0188356363085 | 蜃 0.0188786942823 | 敕 0.0189237994012 | 碚 0.018926137656 | 焖 0.0189362729991 | 嗲 0.0189768952464 | 旌 0.0189778173211 | 耷 0.01899413636 | 枥 0.0190426615204 | 瓤 0.0190556411859 | 砷 0.0190584701027 | 恽 0.0190706417065 | 罘 0.0190715404878 | 樨 0.0191021028482 | 鄯 0.0191136384876 | 酊 0.0191149767372 | 蹩 0.0191633470352 | 昀 0.0191787979044 | 腱 0.0191934631488 | 喑 0.0192094440284 | 蘖 0.0192282132257 | 啜 0.0192520119176 | 颌 0.0192547892471 | 幺 0.0192604273073 | 鹳 0.0193024695346 | 墉 0.0193083139475 | 鳝 0.0193120658274 | 讣 0.0193143021581 | 舢 0.0193355908378 | 蟥 0.0193386572853 | 滢 0.0193488144668 | 艮 0.0193816761548 | 仝 0.0193865022531 | 

魍 : 腋 0.0286208054202 | 蜷 0.0287389420184 | 渑 0.028807798813 | 咭 0.0288206842535 | 擘 0.0289521731996 | 沏 0.0289760372771 | 嗽 0.0290433386919 | 肽 0.0291040409675 | 鲢 0.0291745248708 | 荚 0.0291849870597 | 酪 0.0291979937984 | 骛 0.0292577902942 | 嗤 0.0292729083493 | 阄 0.0292829738007 | 滓 0.0293122709222 | 晌 0.0293258697945 | 镉 0.0293651086575 | 酰 0.0293696262746 | 诏 0.0293758510069 | 碣 0.0294057877521 | 夼 0.0294291575988 | 鹦 0.0294694783956 | 缳 0.0294917855862 | 茭 0.0295031068274 | 碓 0.029512769893 | 阉 0.0295259951531 | 啾 0.0295274971226 | 洄 0.0295295332844 | 磙 0.0295439194191 | 躏 0.0295662261711 | 慵 0.0295880577884 | 橇 0.0296571780551 | 馏 0.0296635123401 | 崂 0.0296689580827 | 恿 0.0296740095552 | 猬 0.0296768573401 | 琏 0.0297008988008 | 朊 0.0297026440076 | 圄 0.029710600234 | 奂 0.0297138933616 | 杲 0.0297151644054 | 遛 0.0297424223106 | 琊 0.0297552031792 | 孑 0.0297874399246 | 噎 0.0298123002514 | 簪 0.0298254725969 | 诽 0.0298439360003 | 筵 0.0298624975561 | 芡 0.0298789566179 | 炀 0.029954553635 | 

侣 : 贱 0.0527897789934 | 仕 0.0528858781336 | 疤 0.0529302189157 | 矫 0.0529467203089 | 阂 0.0533545241554 | 猿 0.0536889208956 | 蠢 0.0538157021427 | 匡 0.0542561207126 | 骋 0.0544308546168 | 跤 0.0545967016561 | 邃 0.054604219689 | 珀 0.0547160116038 | 坯 0.0548746761337 | 哉 0.0549071789108 | 捎 0.0549319347565 | 岔 0.0554424619898 | 澎 0.0554699992712 | 弓 0.0555339180613 | 祠 0.0557459810148 | 祁 0.0560134633019 | 茧 0.056137094479 | 炜 0.0564258535324 | 劾 0.0565846171141 | 睫 0.0566037782226 | 锄 0.0569465838929 | 痰 0.0569650852898 | 廓 0.057000727518 | 纂 0.0572162813807 | 臃 0.0573196183031 | 藉 0.0573295569191 | 侄 0.0575920247276 | 蓓 0.0576761765648 | 拴 0.0576783702097 | 庵 0.0578023518718 | 坍 0.0581698156606 | 氯 0.0582102511616 | 陲 0.058339069856 | 翘 0.0584417675351 | 刁 0.0584591919786 | 髦 0.058509077818 | 屁 0.0585835021013 | 虞 0.0585961119129 | 刨 0.0586104032597 | 撬 0.0589219371672 | 侣 0.0589254974798 | 穹 0.0590943166426 | 酱 0.0592590199283 | 喃 0.0596928302534 | 辗 0.0598180703098 | 逗 0.0600344502121 | 

鲥 : 勰 0.104237100613 | 邈 0.104415425724 | 珈 0.104472366498 | 馏 0.104521004191 | 憷 0.10461071524 | 麾 0.104767544898 | 蠕 0.104795905125 | 筠 0.10487606425 | 湄 0.104940432299 | 奂 0.104950773449 | 竺 0.104950951524 | 骡 0.104954672557 | 垭 0.104971461348 | 诏 0.104994543681 | 苕 0.105022520778 | 嗷 0.105024502234 | 祜 0.105057628766 | 晟 0.105098279364 | 纰 0.105192630203 | 祢 0.105209741952 | 鄄 0.105228550723 | 翊 0.105297346151 | 浣 0.105315855091 | 砟 0.105330240484 | 佯 0.105356093017 | 缳 0.105394644614 | 腓 0.105400752978 | 擘 0.105488934614 | 隍 0.105502277107 | 靓 0.105510585578 | 朐 0.105611572137 | 糌 0.105670805056 | 戥 0.105783300773 | 懑 0.105802057018 | 藁 0.105844616128 | 洇 0.105853376324 | 鲇 0.105854968783 | 痞 0.105868156029 | 遛 0.105888026928 | 杲 0.105891445421 | 傈 0.105923444814 | 碣 0.105969143743 | 诘 0.105972811792 | 蕃 0.105983916858 | 崮 0.105988147216 | 睢 0.105990446235 | 踉 0.106066551912 | 蓿 0.106091442804 | 娲 0.106115467743 | 唆 0.106116334797 | 

竣 : 劝 0.0209103977526 | 逆 0.0225158897865 | 惨 0.0230890881439 | 蕴 0.0238813738396 | 挣 0.0253742802235 | 漂 0.0254930867137 | 披 0.0256159979671 | 冻 0.0256538441188 | 雇 0.025674471966 | 稽 0.0262928165723 | 仲 0.0272319363873 | 颜 0.0275265436018 | 昭 0.0281912837526 | 赚 0.0285445869147 | 仔 0.0287646651175 | 畏 0.0293577720076 | 仙 0.0299468318955 | 湘 0.0299655132659 | 疲 0.0300664347924 | 夹 0.0306688215646 | 卜 0.0309784612573 | 柔 0.0314685285124 | 稍 0.0315972475108 | 侦 0.0317646856333 | 虹 0.0318799990587 | 衔 0.03215420674 | 谱 0.0323841513044 | 挫 0.032550952556 | 饲 0.0327646916467 | 砍 0.0333311356945 | 嘴 0.0340810538016 | 垂 0.0343151738538 | 脉 0.0346190252609 | 悠 0.0346792705486 | 募 0.0347837035686 | 聪 0.0347995543287 | 拳 0.0350504325748 | 彦 0.0353265202637 | 锡 0.0353942404073 | 嫁 0.0355056688108 | 滴 0.0360278574136 | 攀 0.0368294925597 | 拘 0.0369727820408 | 泡 0.0373298969928 | 幻 0.0374439876515 | 昂 0.0377197342725 | 凶 0.0385315685119 | 插 0.0385904365355 | 洽 0.0386620495277 | 苍 0.0387291204055 | 

攀 : 劝 0.0562112553091 | 冻 0.0579021520917 | 惨 0.0582337228322 | 蕴 0.0583065043476 | 仙 0.0585019499254 | 逆 0.0588395316969 | 虹 0.059204298454 | 颜 0.0607146890083 | 柔 0.0607788401055 | 稽 0.0630760617466 | 卜 0.0636607042484 | 昭 0.0656497146897 | 拳 0.0657999919892 | 挣 0.066018427101 | 彦 0.0672821375509 | 谱 0.0674496226564 | 饲 0.0680555285153 | 赚 0.0681376871599 | 聪 0.0682736794272 | 锡 0.0684492821445 | 孕 0.0688201839172 | 柴 0.0688421497312 | 嘴 0.0691118420374 | 仲 0.0691976337801 | 菌 0.0700835371472 | 烦 0.0701404668549 | 昂 0.0704566556764 | 漂 0.0705080625628 | 夹 0.0707038642748 | 垂 0.0711451860631 | 湘 0.0712141376896 | 侦 0.0713995256177 | 苍 0.0723555192172 | 衔 0.0726963329487 | 脉 0.0730198034253 | 屏 0.0737194310941 | 雇 0.0743696499818 | 插 0.0747518483742 | 梯 0.0755722179149 | 洽 0.0771185490118 | 募 0.0780153776048 | 颂 0.0784496729089 | 幻 0.0784855365785 | 屈 0.0789421105978 | 悠 0.0790655385059 | 砍 0.0792228211599 | 帽 0.0802709154182 | 坑 0.0803367348156 | 酿 0.0808628670332 | 帅 0.0809834332889 | 

韦 : 柔 0.0286866431141 | 卜 0.0317867078356 | 冻 0.0324635875719 | 仙 0.0324702840582 | 垂 0.0330596888923 | 蕴 0.0332585494368 | 菌 0.0346849010627 | 孕 0.0347380648447 | 衔 0.0387061580432 | 虹 0.0397081373485 | 锡 0.0397560126253 | 稽 0.0398866292787 | 挣 0.0407338672946 | 烦 0.040843687871 | 彦 0.040856974159 | 夹 0.0414586189395 | 劝 0.0424672428837 | 惨 0.0431840792812 | 砍 0.0440968993072 | 坑 0.0448129659112 | 幻 0.0450291187868 | 柴 0.0451959783273 | 募 0.0463312656991 | 磁 0.0467239209796 | 颜 0.0469802768229 | 昂 0.0473648888007 | 逆 0.0475489617524 | 洽 0.0479209709547 | 嫁 0.0480900493455 | 侦 0.049373951313 | 谱 0.0501223875426 | 仲 0.0504076468605 | 昭 0.0504801021724 | 仗 0.0515446910806 | 赚 0.0517157929033 | 插 0.0517450326921 | 帽 0.0517768044756 | 颂 0.0520835962412 | 缆 0.0557302999992 | 薪 0.056491647618 | 披 0.0568948434999 | 饲 0.0579464225958 | 悠 0.0582311398394 | 凶 0.0588775618876 | 雾 0.0597148087833 | 酿 0.0601811144725 | 殿 0.0604021883165 | 畏 0.0607191419018 | 苍 0.0608290649195 | 雇 0.0618219145854 | 

拘 : 擦 0.0283235640835 | 肝 0.0287600856155 | 鹤 0.0293580265718 | 抄 0.0296616498717 | 辐 0.0304202148358 | 饥 0.0306582303372 | 愤 0.0307056929311 | 谦 0.0316676342659 | 愁 0.0334187083021 | 沪 0.0346174947262 | 抒 0.0349102112395 | 蜂 0.0356436254692 | 忌 0.035817159296 | 凶 0.036733273171 | 芝 0.0367349526689 | 饿 0.0377361580982 | 巾 0.0384692359959 | 滔 0.0392746327614 | 砸 0.039536738411 | 挫 0.0401308315187 | 荆 0.0412152719006 | 罐 0.0416435001511 | 磁 0.0422351068917 | 柯 0.0425927242834 | 肆 0.0427454445306 | 坑 0.0428143507362 | 喀 0.0436244423924 | 斑 0.0440840789627 | 雾 0.044417078157 | 灿 0.0448319529885 | 缉 0.0451989933078 | 砍 0.0454202471174 | 嫁 0.0454570874946 | 吞 0.045536053266 | 衔 0.0461209134561 | 冶 0.0465920972785 | 瞻 0.0469414408033 | 拘 0.0470451180197 | 帷 0.0472314735106 | 茫 0.0475952636231 | 拾 0.0477787989056 | 椅 0.0482965056078 | 翠 0.0491682135718 | 淹 0.0492328497453 | 虾 0.0493752445585 | 缅 0.0502248456748 | 薪 0.05060828443 | 恋 0.0508766270047 | 肤 0.0509685331819 | 猫 0.0516554139292 | 

炫 : 逍 0.070721004739 | 臧 0.0713160583869 | 芸 0.0713980753634 | 蝗 0.071528621671 | 梵 0.071748063622 | 蛀 0.0718080689321 | 屎 0.0718812559243 | 惭 0.0725595014922 | 鲥 0.0726307029302 | 茸 0.0726604436563 | 赝 0.0727650575433 | 芋 0.0729056592527 | 撩 0.0730733517822 | 陨 0.0732503548266 | 厮 0.0735647512507 | 吭 0.0736199649047 | 淆 0.0737426787588 | 遒 0.0739314993055 | 邬 0.0742657888106 | 婷 0.0744318692916 | 掂 0.0744786524819 | 垢 0.074672311823 | 喋 0.0746737962313 | 耄 0.0746801247334 | 瑕 0.074886226202 | 羌 0.0750425664571 | 捺 0.0752732194891 | 眩 0.0753794513122 | 禧 0.0756875854494 | 亘 0.0760578235063 | 怦 0.0762990930322 | 篝 0.0763676106584 | 搂 0.0764857801399 | 泗 0.0766668670373 | 奚 0.0768158514868 | 镍 0.07686030904 | 袄 0.0769083559451 | 兀 0.0769569457463 | 藩 0.0769577237337 | 蹴 0.0771248501768 | 橘 0.0774089256307 | 铿 0.0775214770477 | 怅 0.0776939603934 | 钰 0.0778443446424 | 亵 0.0779270765431 | 钛 0.0782397065971 | 燮 0.0784438470417 | 痫 0.0785040794761 | 偎 0.0791732909299 | 阖 0.0792137992945 | 

孕 : 鹤 0.0236265160954 | 擦 0.0238895189024 | 抄 0.0239657404266 | 沪 0.0240784019635 | 愤 0.0248327911278 | 忌 0.025923545277 | 肝 0.0268458223605 | 谦 0.0293438417022 | 愁 0.0298174617057 | 雾 0.0304863058703 | 抒 0.030515449445 | 坑 0.0308759339326 | 冶 0.0310123770261 | 凶 0.0317306090499 | 饥 0.0318890137184 | 辐 0.0324029398195 | 荆 0.0329861391618 | 芝 0.0336565812859 | 巾 0.0343591722616 | 衔 0.034481484606 | 蜂 0.0347082712041 | 殿 0.0352506593223 | 茫 0.035627777867 | 挫 0.0360447938303 | 椅 0.0363075128954 | 嫁 0.0363757951254 | 肆 0.0364312099498 | 薪 0.0374916812085 | 砍 0.037697910827 | 臂 0.0382980177489 | 滔 0.0385718467632 | 纱 0.0387325383777 | 饿 0.0388040502606 | 磁 0.0388853378074 | 肤 0.0392604914737 | 募 0.0393861551765 | 恋 0.0395525202223 | 拘 0.0397377234627 | 缉 0.0401318635147 | 颂 0.0410333768255 | 砸 0.0414580944294 | 罐 0.0426553571788 | 喀 0.0430894219081 | 瞻 0.0433825351971 | 谱 0.0436336265642 | 猫 0.0438265259627 | 啥 0.0445467072044 | 卜 0.0456970344495 | 蕴 0.0457425840036 | 淹 0.0461546513475 | 

殉 : 臧 0.0882345420659 | 屎 0.0884645493459 | 逍 0.0892012047588 | 惭 0.089279536556 | 蛀 0.0894288253412 | 喋 0.0896216344846 | 厮 0.0896995828031 | 陨 0.0897482622821 | 鲥 0.0898651564312 | 赝 0.0899749078944 | 芸 0.0902108089172 | 蝗 0.090249759247 | 婷 0.0903569278666 | 垢 0.090537315674 | 淆 0.0905983669465 | 梵 0.090644490782 | 奚 0.0910244173575 | 禧 0.0910422247685 | 茸 0.0911289499022 | 邬 0.0912368281439 | 芋 0.0913018380857 | 遒 0.0918093902566 | 撩 0.0918731325644 | 搂 0.0919458016788 | 吭 0.0920589839377 | 兀 0.0920782189319 | 袄 0.0922865343189 | 怅 0.092287942519 | 藩 0.0927371833448 | 羌 0.0932243674626 | 怦 0.093251503464 | 掂 0.093340746434 | 蹴 0.0933668633495 | 泗 0.0934163269694 | 眩 0.0934866923146 | 瑕 0.0935021840503 | 亘 0.0937132220622 | 钰 0.0940344089902 | 痫 0.0940730522142 | 篝 0.09420399558 | 捺 0.0944503826372 | 亵 0.0946163145082 | 燮 0.0947385586276 | 铿 0.0952476519211 | 耄 0.0953910954702 | 橘 0.095498794684 | 裳 0.0957332390096 | 娣 0.0959709457179 | 阖 0.0962618524076 | 偎 0.0969344213191 | 

沾 : 砸 0.0115552335172 | 饿 0.0127327041706 | 拾 0.0133951937791 | 虾 0.0134526113964 | 翠 0.0136102634873 | 猫 0.0148809220012 | 蜂 0.0151095397748 | 藤 0.0155464834444 | 芝 0.0158071198231 | 樱 0.0162749771971 | 鬼 0.0168477564703 | 瑰 0.0170303886978 | 淤 0.0171201843505 | 抒 0.0172444781576 | 柯 0.0174948769885 | 刹 0.017692451523 | 勉 0.0179636143599 | 萎 0.0184325140319 | 歪 0.0185482881005 | 吞 0.0188857740192 | 兽 0.0189680590655 | 肤 0.0190163368381 | 饥 0.0190568335033 | 鹅 0.0190842702103 | 滔 0.0195167983075 | 叠 0.0195599218649 | 荫 0.020192480267 | 啥 0.0204646780837 | 狼 0.0204659559591 | 邵 0.0209080057547 | 杠 0.0209669983073 | 潭 0.0213851159003 | 赈 0.0216196554609 | 愤 0.0224166838811 | 鹤 0.0226589270717 | 抄 0.0227682521459 | 缉 0.0230820842284 | 鞍 0.0233562759555 | 喀 0.0239654352531 | 沪 0.0240738793719 | 芒 0.024237078359 | 桔 0.0243119643315 | 谦 0.0244428043006 | 恨 0.0245819646945 | 雀 0.024682389126 | 巍 0.0247482755056 | 咸 0.0248965219765 | 晃 0.0250786846073 | 桩 0.0251441557702 | 咬 0.0261524013464 | 

匣 : 嗜 0.0997180670273 | 篓 0.100107456601 | 汀 0.100824462389 | 瀛 0.10093425094 | 毡 0.101145461648 | 虏 0.102832451828 | 伶 0.102875942012 | 粽 0.102909361454 | 崽 0.102998141691 | 唁 0.103081054844 | 蚌 0.103408037955 | 趴 0.103420976706 | 菏 0.103658608024 | 抠 0.10371264405 | 惋 0.10409598027 | 拄 0.104335989067 | 汩 0.104617543215 | 笃 0.104618935444 | 粱 0.104688619279 | 芮 0.104696077707 | 赊 0.104742114065 | 胺 0.105083561503 | 珑 0.105164929984 | 琉 0.105176444387 | 蔼 0.105629227705 | 桢 0.105734025225 | 馁 0.105812862981 | 祀 0.10585952689 | 狸 0.105939379746 | 绮 0.106307180383 | 膛 0.106471697131 | 嘘 0.106565954148 | 媲 0.106674188203 | 钵 0.107187020941 | 萋 0.107560213956 | 秭 0.107742297144 | 镛 0.107784670013 | 蜕 0.108256631865 | 诙 0.108423870472 | 袤 0.109122314138 | 殚 0.109367112733 | 烷 0.109711763141 | 咆 0.109937030723 | 瞪 0.11007452695 | 迩 0.110394829568 | 岌 0.110550122435 | 郴 0.110800180712 | 铱 0.110835915721 | 蚂 0.111485191393 | 漉 0.111740303138 | 

逗 : 髦 0.0758852972047 | 刨 0.0762319588749 | 跤 0.0763052100339 | 酱 0.0765970738927 | 坍 0.0767505284653 | 锄 0.0770050415711 | 侄 0.0770652060144 | 刁 0.0771493061012 | 辗 0.0772227310573 | 疤 0.0775470624991 | 溅 0.0775628588855 | 弓 0.0778105004234 | 虞 0.0778277004369 | 沁 0.078000199651 | 掷 0.0780430533436 | 榨 0.0782038305747 | 矫 0.0782095094812 | 氯 0.0783327220614 | 翘 0.0783491723093 | 捎 0.0784122052767 | 梳 0.0784384510836 | 撬 0.0785350939487 | 穹 0.0788722851534 | 祠 0.0789769531966 | 锚 0.0792347138304 | 邃 0.0792407423736 | 揪 0.0793149945326 | 坯 0.0794796972927 | 钮 0.0795223108411 | 馒 0.0795595931791 | 倚 0.0796422975737 | 宠 0.0796488526404 | 斩 0.0800891761053 | 椰 0.0800972048185 | 坞 0.0801193150698 | 峭 0.0802377262857 | 贼 0.0802538824539 | 劾 0.0804587067254 | 侮 0.0804920418344 | 孵 0.0806277726035 | 逗 0.0808651425468 | 亢 0.0809486558941 | 琐 0.0810135762805 | 梧 0.0812586797347 | 贱 0.0813425018462 | 臃 0.081507134115 | 贻 0.0817606395297 | 纂 0.0819031975307 | 诠 0.0820346777173 | 炜 0.0820482416011 | 

轶 : 媲 0.0378832941269 | 赡 0.0380832697986 | 瞪 0.0383747897567 | 袤 0.0384916629165 | 趴 0.0388471431859 | 诙 0.0393409212024 | 膛 0.0399107256144 | 粱 0.0400417147261 | 馁 0.0400806522494 | 殚 0.0405567103858 | 窦 0.0406964677954 | 帧 0.0407826991712 | 啼 0.040890810591 | 姬 0.0409894720137 | 蔼 0.0413857577613 | 鹭 0.0415124841899 | 墒 0.041733107096 | 囿 0.0417482063151 | 岌 0.0418906949378 | 挟 0.0422299218877 | 褥 0.0426783696652 | 泾 0.0427382673096 | 嗜 0.042742182713 | 瀛 0.0427444816655 | 驴 0.0429146572689 | 弧 0.0430372003485 | 摹 0.0431248042237 | 伶 0.0432844938345 | 汀 0.0433549618402 | 匀 0.0435426077167 | 琉 0.0437817856007 | 蚌 0.043829838163 | 莺 0.0439635610727 | 胺 0.0444107590395 | 檀 0.0445892440881 | 侍 0.0446870873479 | 炙 0.0448417070379 | 绮 0.0452024282092 | 篓 0.0457971710767 | 汩 0.0461312141715 | 衅 0.046400777001 | 醋 0.0464124519274 | 囡 0.0464904143161 | 禺 0.0465685677228 | 舅 0.0466335873336 | 殃 0.0466469375804 | 炫 0.0468231669672 | 榴 0.0471053826259 | 酥 0.0471067060353 | 驹 0.0471801582351 | 

罂 : 憷 0.0285860514094 | 勰 0.0286190006142 | 珈 0.0286470789936 | 蠕 0.0287686912506 | 苕 0.0288956623804 | 馏 0.028960140307 | 垭 0.0290478402449 | 晟 0.0290898628223 | 佯 0.0291443172679 | 邈 0.0291997085543 | 湄 0.029220299964 | 靓 0.0292287331251 | 祜 0.029253900373 | 纰 0.0292595150768 | 砟 0.0292742594105 | 嗷 0.0292844838395 | 麾 0.0293220674469 | 鲇 0.0293661095079 | 藁 0.0294259353431 | 噌 0.0294557141807 | 痞 0.0294952762434 | 奂 0.0295401824612 | 骡 0.0295497702592 | 隍 0.0295594824591 | 筠 0.0295613377397 | 睢 0.029586067846 | 鄄 0.0295923231181 | 踉 0.0296119311122 | 竺 0.0296461549652 | 勐 0.0296797512467 | 娲 0.0296895614899 | 糌 0.0297173598039 | 祢 0.0297218382201 | 杲 0.02973038551 | 醚 0.0297381314472 | 浣 0.0297387254983 | 蓿 0.0297398939165 | 泔 0.0297928271538 | 懑 0.0298093019909 | 碣 0.0298415784308 | 戥 0.0298668280807 | 诏 0.0299264344791 | 缳 0.0299289903872 | 朐 0.0299573275149 | 骁 0.0299582153533 | 诘 0.0299977565398 | 碉 0.0300506090401 | 傈 0.030074631856 | 磬 0.0300887989531 | 洇 0.0301698861009 | 

斧 : 灶 0.0148825777123 | 蜜 0.0157293078339 | 铅 0.0158597640853 | 绑 0.0159281113507 | 粪 0.0160430135018 | 扇 0.0160827378978 | 兔 0.0162519505001 | 沾 0.0166350248939 | 吟 0.0168246079415 | 钉 0.016882715268 | 冤 0.0170262459899 | 桔 0.0170713763469 | 稚 0.0172768340873 | 钊 0.0177396008612 | 屯 0.0178283398148 | 喇 0.0180845749628 | 巍 0.0180921317994 | 恨 0.0184835636199 | 溜 0.0185072781547 | 擂 0.0187360738522 | 溶 0.0187412741806 | 涅 0.0187518289977 | 抹 0.0187854993859 | 兽 0.0189251830894 | 铝 0.0190798653498 | 渣 0.0192798890488 | 拢 0.0193416568019 | 卵 0.0194167759204 | 觅 0.0194315575689 | 叠 0.0198284400975 | 阀 0.0198892976116 | 裤 0.019901111928 | 樱 0.0202860669725 | 裹 0.0203670747461 | 晃 0.0204191769211 | 狼 0.0204969792231 | 垸 0.0206734216034 | 朔 0.0207306592103 | 厌 0.0207750838737 | 鬼 0.0209503698124 | 瑰 0.0218558481834 | 虐 0.0220022733954 | 杠 0.0220862487537 | 烽 0.0222184511333 | 珊 0.0223388824929 | 扯 0.0224970210064 | 臭 0.022514570035 | 倦 0.0227468018109 | 肌 0.0228048260257 | 熬 0.0228281799042 | 

掺 : 盏 0.0268220815514 | 厌 0.0273886648455 | 绥 0.0280841638413 | 噪 0.0285327048424 | 牟 0.0294451527889 | 绚 0.0294980480439 | 鲍 0.0299484598667 | 朔 0.0303329405945 | 铝 0.0311069185987 | 跻 0.0319862521424 | 溶 0.0322196588385 | 骆 0.0323423339542 | 颤 0.0326342992021 | 愚 0.0327623227453 | 吟 0.0328000468706 | 潇 0.0331769421771 | 熬 0.0331806844321 | 铅 0.0333619508846 | 钉 0.0333683550153 | 扯 0.0334121225481 | 栖 0.0336133896049 | 熏 0.0338098551442 | 沾 0.0341448307596 | 溜 0.0345873889678 | 扇 0.0346388166057 | 冤 0.0348262143503 | 耸 0.0349171243352 | 慷 0.035250923011 | 抹 0.035527789688 | 屯 0.0357844130033 | 吓 0.0358508368175 | 抖 0.0359466123515 | 峙 0.0363540865576 | 碟 0.0366623728298 | 俯 0.0367348521056 | 稚 0.0367435474348 | 凿 0.0370437904466 | 瞄 0.0370770082568 | 吵 0.0371163609572 | 赣 0.0372404279145 | 懒 0.0372664987505 | 斡 0.0373219335188 | 羞 0.0375205340687 | 肾 0.0375403762096 | 襄 0.0376304087355 | 聂 0.0378797051051 | 瞒 0.0379693431177 | 鸦 0.0381750465786 | 蜜 0.0383655191266 | 卵 0.0387265806362 | 

▲ : 跤 0.0570536317067 | 矫 0.0577372146206 | 髦 0.0577609331114 | 撬 0.057902812165 | 捎 0.0579281637545 | 溅 0.0581786794626 | 侄 0.0583542562208 | 刨 0.0583816863569 | 虞 0.0584421082356 | 翘 0.0585512129209 | 疤 0.0586322669686 | 邃 0.058701739512 | 弓 0.0587297777395 | 馒 0.0587653153508 | 祠 0.058854886475 | 沁 0.0590120410609 | 坯 0.0590756240924 | 锄 0.0591245536066 | 刁 0.0591985569811 | 穹 0.0593645494412 | 辗 0.0594140177718 | 揪 0.0594687335104 | 掷 0.0594690178735 | 臃 0.0595024190365 | 坍 0.0595947755038 | 贱 0.0596140443832 | 氯 0.0599204433411 | 纂 0.0599260549171 | 劾 0.0599309960265 | 榨 0.0599759037561 | 孵 0.0599864037699 | 酱 0.060016131245 | 锚 0.0602974927484 | 梳 0.0603550472417 | 钮 0.060424508456 | 倚 0.0606174987152 | 坞 0.0608962656114 | 宠 0.0611500866912 | 椰 0.0614208050697 | 匡 0.0615380709751 | 珀 0.0616839389046 | 祁 0.0618423522979 | 逗 0.0619176111244 | 殴 0.0619251124576 | 庵 0.0619908792005 | 炜 0.0620244696158 | 蓓 0.0622035783887 | 斩 0.0623085424902 | 澎 0.0623085721198 | 仕 0.0625019353428 | 

匀 : 灶 0.0815398627303 | 兔 0.0817157692917 | 蜜 0.08248764047 | 稚 0.0826360639526 | 觅 0.0827208545556 | 钉 0.0843609541549 | 裤 0.0846778390982 | 拢 0.0847101496613 | 扯 0.0851308839834 | 溶 0.0852946770905 | 苑 0.085522991201 | 壶 0.0859871802423 | 粪 0.0863783504952 | 阀 0.0866293263008 | 吟 0.0869404143646 | 吓 0.0871698485705 | 渣 0.0872827262067 | 熬 0.0873981224972 | 绑 0.0875205256842 | 裹 0.0881601170864 | 抹 0.088300277137 | 溜 0.0883575739302 | 罩 0.0886287330582 | 婉 0.0886636635744 | 卵 0.0887329215854 | 扇 0.0889143533514 | 铅 0.0891542415807 | 沾 0.0891638000696 | 铝 0.0900882461084 | 冤 0.0904913574637 | 桔 0.0905601170523 | 垸 0.0907112899949 | 屯 0.0907359996567 | 浊 0.0915432162105 | 钊 0.091568098594 | 厌 0.0917621475967 | 虐 0.0917806442712 | 恨 0.0926620349773 | 朔 0.092776608888 | 兽 0.0930992735394 | 晖 0.0937419020565 | 赃 0.0940800429794 | 擂 0.0940968127026 | 冕 0.0941771739906 | 噪 0.0944130763936 | 喇 0.0944425037365 | 瑟 0.094799068735 | 栖 0.095242434987 | 巍 0.0955314135908 | 崖 0.0956658643811 | 

